Fecha_Produccion,Turno,Lote_ID,Familia_Preparacion,Producto,Unidades_Producidas,Tiempo_Horneado_Min,Merma_Kg
2025-11-15,Mañana,LOTE-9421,Bizcochos,Torta de chocolate,39,23,0.29
2025-07-06,Mañana,LOTE-1922,Masas Quebradas,Pie de limon,50,32,1.21
2026-05-04,Mañana,LOTE-8381,Bizcochos,Tres leches,45,41,0.23
2026-06-10,Tarde,LOTE-6184,Hojaldres,Mil hojas,35,29,0.53
2025-09-04,Mañana,LOTE-8667,Bizcochos,Torta de chocolate,58,37,1.22
2026-01-27,Tarde,LOTE-6830,Bizcochos,Red velvet,51,43,2.75
2025-07-20,Tarde,LOTE-3389,Bizcochos,Red velvet,53,37,2.03
2026-06-16,Tarde,LOTE-9599,Hojaldres,Empanada dulce,24,30,2.83
2025-08-10,Mañana,LOTE-5671,Bizcochos,Torta de chocolate,27,47,0.2
2026-06-16,Mañana,LOTE-3036,Bizcochos,Torta de chocolate,10,18,2.99
2025-11-30,Mañana,LOTE-7193,Bizcochos,Tres leches,30,40,2.55
2025-07-16,Tarde,LOTE-9753,Masas Quebradas,Tartaleta de fresa,45,24,1.02
2025-12-27,Mañana,LOTE-6433,Bizcochos,Red velvet,20,47,0.79
2026-03-14,Tarde,LOTE-6717,Masas Quebradas,Pie de limon,49,39,2.28
2025-10-29,Mañana,LOTE-6884,Bizcochos,Red velvet,40,44,1.7
2026-03-21,Tarde,LOTE-1319,Hojaldres,Mil hojas,52,48,1.64
2026-02-03,Mañana,LOTE-8841,Hojaldres,Empanada dulce,14,41,2.88
2026-01-31,Mañana,LOTE-4782,Bizcochos,Red velvet,34,44,1.95
2025-10-19,Tarde,LOTE-3505,Bizcochos,Torta de chocolate,10,38,2.43
2026-06-05,Mañana,LOTE-1134,Hojaldres,Empanada dulce,14,20,2.02
2026-04-08,Tarde,LOTE-4296,Hojaldres,Empanada dulce,25,35,1.31
2026-02-23,Mañana,LOTE-4524,Hojaldres,Croissant,17,49,2.11
2025-10-17,Tarde,LOTE-1527,Masas Quebradas,Pie de limon,38,22,2.48
2025-08-27,Tarde,LOTE-5327,Masas Quebradas,Tartaleta de fresa,16,36,2.36
2025-07-14,Mañana,LOTE-2483,Bizcochos,Torta de chocolate,26,41,2.88
2026-01-08,Tarde,LOTE-9606,Masas Quebradas,Pie de limon,38,29,1.2
2025-06-22,Tarde,LOTE-6562,Bizcochos,Torta de chocolate,16,47,1.35
2025-12-17,Tarde,LOTE-7557,Bizcochos,Torta de chocolate,33,43,0.32
2026-04-07,Mañana,LOTE-3951,Masas Quebradas,Pie de limon,49,15,2.44
2025-12-20,Mañana,LOTE-2355,Masas Quebradas,Pie de limon,30,28,0.84
2025-11-06,Mañana,LOTE-9722,Masas Quebradas,Pie de limon,55,18,1.98
2026-02-23,Mañana,LOTE-9918,Hojaldres,Empanada dulce,10,30,1.3
2026-02-16,Mañana,LOTE-2870,Hojaldres,Empanada dulce,19,51,0.99
2026-04-24,Tarde,LOTE-7971,Masas Quebradas,Tartaleta de fresa,34,34,2.94
2026-06-15,Mañana,LOTE-8257,Hojaldres,Empanada dulce,39,18,1.31
2025-12-30,Tarde,LOTE-1853,Masas Quebradas,Pie de limon,22,50,1.78
2025-08-15,Mañana,LOTE-1756,Hojaldres,Mil hojas,49,40,0.45
2025-11-30,Tarde,LOTE-4765,Hojaldres,Empanada dulce,41,40,2.67
2025-09-25,Tarde,LOTE-2533,Bizcochos,Red velvet,11,35,1.47
2025-10-02,Mañana,LOTE-2819,Bizcochos,Tres leches,58,28,1.98
2025-07-21,Mañana,LOTE-2044,Hojaldres,Croissant,56,55,0.88
2025-11-05,Tarde,LOTE-6520,Bizcochos,Red velvet,43,52,2.64
2025-09-29,Mañana,LOTE-5788,Masas Quebradas,Tartaleta de fresa,18,31,1.88
2026-06-02,Mañana,LOTE-1518,Hojaldres,Mil hojas,10,53,0.81
2025-12-19,Mañana,LOTE-6981,Masas Quebradas,Pie de limon,20,41,2.87
2026-04-28,Mañana,LOTE-9180,Bizcochos,Tres leches,15,23,2.47
2025-06-21,Tarde,LOTE-7912,Masas Quebradas,Tartaleta de fresa,17,38,0.95
2025-09-15,Tarde,LOTE-3109,Bizcochos,Red velvet,11,15,0.33
2025-07-19,Mañana,LOTE-5784,Masas Quebradas,Pie de limon,28,38,2.96
2025-09-30,Mañana,LOTE-9362,Hojaldres,Mil hojas,35,18,0.89
2026-04-09,Tarde,LOTE-1395,Bizcochos,Tres leches,51,32,0.74
2026-03-01,Mañana,LOTE-3439,Hojaldres,Empanada dulce,56,55,1.43
2026-02-28,Mañana,LOTE-7274,Masas Quebradas,Pie de limon,38,32,1.37
2025-08-29,Mañana,LOTE-2537,Bizcochos,Red velvet,45,30,2.04
2026-06-08,Tarde,LOTE-3162,Masas Quebradas,Tartaleta de fresa,40,39,2.5
2025-07-10,Tarde,LOTE-3695,Masas Quebradas,Pie de limon,48,53,0.16
2025-09-12,Mañana,LOTE-6801,Bizcochos,Tres leches,16,26,2.44
2026-02-09,Mañana,LOTE-6023,Masas Quebradas,Pie de limon,49,22,0.27
2025-09-20,Tarde,LOTE-1453,Hojaldres,Empanada dulce,34,21,1.95
2026-04-13,Tarde,LOTE-9131,Masas Quebradas,Tartaleta de fresa,16,42,0.46
2026-01-20,Tarde,LOTE-7281,Bizcochos,Red velvet,46,50,1.39
2026-02-24,Tarde,LOTE-7971,Masas Quebradas,Pie de limon,15,40,0.12
2025-07-23,Mañana,LOTE-2054,Hojaldres,Mil hojas,27,34,2.14
2026-01-14,Tarde,LOTE-1744,Hojaldres,Mil hojas,32,44,2.78
2025-08-07,Tarde,LOTE-9080,Masas Quebradas,Tartaleta de fresa,41,53,2.47
2025-07-13,Mañana,LOTE-1956,Bizcochos,Torta de chocolate,12,26,1.83
2025-10-19,Tarde,LOTE-2204,Hojaldres,Mil hojas,49,15,2.1
2026-03-19,Tarde,LOTE-8972,Hojaldres,Croissant,18,28,1.5
2025-09-24,Mañana,LOTE-2658,Hojaldres,Mil hojas,56,21,2.57
2025-09-29,Tarde,LOTE-7444,Bizcochos,Torta de chocolate,35,19,2.02
2026-03-21,Tarde,LOTE-6747,Hojaldres,Croissant,38,51,0.37
2026-01-19,Mañana,LOTE-4791,Masas Quebradas,Pie de limon,59,18,0.33
2025-10-09,Mañana,LOTE-8415,Hojaldres,Empanada dulce,34,43,1.86
2025-11-29,Tarde,LOTE-2340,Masas Quebradas,Tartaleta de fresa,41,27,1.29
2025-10-08,Tarde,LOTE-9360,Bizcochos,Torta de chocolate,59,30,2.05
2025-06-21,Mañana,LOTE-3771,Masas Quebradas,Pie de limon,29,26,1.51
2026-02-12,Tarde,LOTE-8753,Masas Quebradas,Pie de limon,37,18,2.02
2025-10-30,Mañana,LOTE-5139,Bizcochos,Tres leches,49,15,1.75
2025-08-04,Tarde,LOTE-8697,Hojaldres,Empanada dulce,30,32,1.09
2025-09-17,Mañana,LOTE-4714,Bizcochos,Red velvet,11,35,2.06
2026-05-03,Mañana,LOTE-1812,Masas Quebradas,Pie de limon,11,21,1.34
2026-05-31,Mañana,LOTE-3030,Hojaldres,Croissant,24,37,0.83
2026-02-11,Tarde,LOTE-4568,Hojaldres,Empanada dulce,28,39,0.79
2025-06-23,Mañana,LOTE-9590,Bizcochos,Tres leches,59,17,1.54
2026-04-11,Tarde,LOTE-2733,Bizcochos,Red velvet,48,17,2.69
2025-09-29,Tarde,LOTE-8852,Masas Quebradas,Pie de limon,47,49,0.78
2026-05-12,Mañana,LOTE-9255,Masas Quebradas,Pie de limon,60,44,1.6
2025-09-03,Mañana,LOTE-9021,Bizcochos,Red velvet,11,22,0.68
2025-07-03,Tarde,LOTE-4426,Masas Quebradas,Pie de limon,29,18,0.37
2026-02-28,Mañana,LOTE-9223,Hojaldres,Croissant,34,47,0.21
2026-06-04,Mañana,LOTE-5661,Masas Quebradas,Pie de limon,43,35,0.87
2025-10-08,Tarde,LOTE-6759,Hojaldres,Mil hojas,14,35,2.67
2026-02-05,Mañana,LOTE-3340,Bizcochos,Red velvet,20,35,1.31
2026-05-16,Mañana,LOTE-1847,Bizcochos,Tres leches,16,49,1.16
2025-07-16,Tarde,LOTE-2100,Bizcochos,Tres leches,23,45,2.41
2025-08-11,Tarde,LOTE-4867,Hojaldres,Empanada dulce,37,53,2.51
2026-02-01,Tarde,LOTE-5919,Bizcochos,Torta de chocolate,32,23,1.48
2025-09-29,Mañana,LOTE-5728,Bizcochos,Torta de chocolate,47,33,0.94
2026-06-09,Tarde,LOTE-9668,Bizcochos,Tres leches,45,46,0.76
2025-11-07,Mañana,LOTE-7014,Hojaldres,Croissant,35,20,0.71
2025-07-13,Mañana,LOTE-8338,Masas Quebradas,Pie de limon,15,49,1.95
2026-02-26,Tarde,LOTE-1619,Bizcochos,Tres leches,56,34,0.98
2025-11-19,Tarde,LOTE-3439,Bizcochos,Red velvet,50,31,0.66
2025-09-04,Mañana,LOTE-2216,Masas Quebradas,Tartaleta de fresa,28,33,1.84
2025-10-16,Mañana,LOTE-1314,Bizcochos,Tres leches,15,17,0.88
2026-01-19,Mañana,LOTE-6606,Bizcochos,Torta de chocolate,12,49,2.32
2026-03-24,Mañana,LOTE-2643,Hojaldres,Empanada dulce,20,23,1.75
2025-08-19,Mañana,LOTE-6170,Hojaldres,Mil hojas,49,23,1.36
2026-01-21,Tarde,LOTE-9669,Hojaldres,Croissant,48,18,2.62
2026-05-10,Mañana,LOTE-4631,Hojaldres,Croissant,16,43,2.8
2026-02-28,Mañana,LOTE-1169,Masas Quebradas,Tartaleta de fresa,56,17,1.74
2025-09-02,Tarde,LOTE-5387,Masas Quebradas,Pie de limon,29,33,1.32
2026-03-23,Tarde,LOTE-4918,Bizcochos,Tres leches,32,49,0.45
2026-03-17,Mañana,LOTE-2257,Masas Quebradas,Pie de limon,14,45,1.26
2026-06-15,Mañana,LOTE-7443,Masas Quebradas,Tartaleta de fresa,38,54,1.15
2026-02-28,Tarde,LOTE-1586,Bizcochos,Tres leches,12,28,2.29
2025-10-13,Tarde,LOTE-9354,Hojaldres,Mil hojas,29,40,0.79
2025-11-28,Tarde,LOTE-3147,Bizcochos,Red velvet,59,41,1.03
2025-10-20,Tarde,LOTE-4720,Bizcochos,Red velvet,14,34,0.69
2025-11-17,Mañana,LOTE-5253,Masas Quebradas,Pie de limon,59,30,2.77
2025-06-25,Mañana,LOTE-7453,Hojaldres,Mil hojas,27,18,2.37
2025-10-22,Tarde,LOTE-8809,Bizcochos,Torta de chocolate,41,48,2.9
2025-10-18,Mañana,LOTE-7708,Hojaldres,Mil hojas,19,36,1.86
2025-10-16,Tarde,LOTE-6224,Masas Quebradas,Tartaleta de fresa,43,44,1.53
2025-11-15,Mañana,LOTE-7506,Hojaldres,Croissant,30,49,1.84
2025-08-29,Mañana,LOTE-1546,Bizcochos,Red velvet,43,41,2.79
2026-05-11,Mañana,LOTE-6976,Hojaldres,Empanada dulce,49,33,1.17
2025-10-24,Tarde,LOTE-9373,Masas Quebradas,Tartaleta de fresa,41,53,0.55
2025-07-26,Mañana,LOTE-9839,Masas Quebradas,Pie de limon,56,15,1.11
2025-10-05,Mañana,LOTE-6153,Bizcochos,Red velvet,23,29,0.87
2025-09-17,Tarde,LOTE-1776,Masas Quebradas,Tartaleta de fresa,30,23,1.45
2026-01-24,Mañana,LOTE-7431,Hojaldres,Croissant,21,53,0.43
2026-01-27,Mañana,LOTE-5793,Bizcochos,Tres leches,14,42,2.82
2025-10-20,Mañana,LOTE-2155,Hojaldres,Mil hojas,11,24,0.43
2026-04-15,Tarde,LOTE-5434,Masas Quebradas,Tartaleta de fresa,17,36,1.28
2026-05-18,Mañana,LOTE-4396,Masas Quebradas,Pie de limon,15,51,0.7
2026-01-21,Tarde,LOTE-6139,Hojaldres,Mil hojas,16,25,2.36
2025-12-25,Tarde,LOTE-5505,Masas Quebradas,Pie de limon,35,55,1.71
2026-05-06,Tarde,LOTE-1908,Hojaldres,Empanada dulce,33,18,2.97
2026-01-16,Tarde,LOTE-7723,Bizcochos,Torta de chocolate,35,43,1.41
2025-06-21,Mañana,LOTE-6872,Bizcochos,Torta de chocolate,18,44,2.45
2026-03-07,Mañana,LOTE-6898,Bizcochos,Torta de chocolate,46,44,2.17
2025-07-04,Mañana,LOTE-6291,Bizcochos,Torta de chocolate,22,47,0.7
2025-12-12,Mañana,LOTE-7049,Masas Quebradas,Tartaleta de fresa,43,29,0.76
2025-09-13,Mañana,LOTE-7930,Hojaldres,Croissant,12,24,1.21
2025-10-27,Mañana,LOTE-8086,Masas Quebradas,Tartaleta de fresa,14,29,1.06
2025-08-24,Tarde,LOTE-6623,Bizcochos,Red velvet,12,41,2.39
2026-03-04,Mañana,LOTE-6456,Hojaldres,Mil hojas,40,27,2.31
2025-07-18,Tarde,LOTE-7605,Masas Quebradas,Tartaleta de fresa,24,47,2.43
2025-08-31,Mañana,LOTE-1693,Masas Quebradas,Tartaleta de fresa,28,20,2.88
2025-09-25,Tarde,LOTE-4963,Masas Quebradas,Tartaleta de fresa,35,17,1.24
2026-06-15,Mañana,LOTE-2511,Bizcochos,Tres leches,54,24,0.55
2026-06-17,Tarde,LOTE-7446,Masas Quebradas,Pie de limon,21,16,2.64
2025-10-24,Tarde,LOTE-4121,Hojaldres,Mil hojas,34,30,1.56
2026-06-17,Mañana,LOTE-2551,Hojaldres,Empanada dulce,13,35,2.18
2025-10-11,Mañana,LOTE-9242,Hojaldres,Mil hojas,24,39,0.27
2026-04-06,Mañana,LOTE-8304,Hojaldres,Empanada dulce,18,33,0.26
2026-02-28,Mañana,LOTE-5273,Hojaldres,Croissant,26,32,2.12
2025-09-04,Tarde,LOTE-5291,Hojaldres,Empanada dulce,20,45,2.77
2025-10-25,Mañana,LOTE-2501,Bizcochos,Red velvet,55,50,1.29
2026-01-14,Mañana,LOTE-8655,Hojaldres,Empanada dulce,11,23,0.7
2026-01-09,Mañana,LOTE-1110,Hojaldres,Mil hojas,49,33,1.06
2025-12-01,Mañana,LOTE-5224,Bizcochos,Torta de chocolate,16,17,0.96
2025-08-11,Mañana,LOTE-5500,Bizcochos,Red velvet,45,33,2.91
2026-01-03,Mañana,LOTE-4215,Bizcochos,Torta de chocolate,32,38,0.53
2026-02-06,Tarde,LOTE-2788,Hojaldres,Mil hojas,22,53,0.99
2025-10-19,Mañana,LOTE-8698,Masas Quebradas,Tartaleta de fresa,25,47,1.78
2026-04-06,Mañana,LOTE-4162,Masas Quebradas,Pie de limon,55,46,0.96
2026-06-02,Mañana,LOTE-3417,Hojaldres,Croissant,59,39,2.08
2025-06-25,Tarde,LOTE-4223,Hojaldres,Empanada dulce,53,18,2.01
2025-11-15,Mañana,LOTE-9361,Bizcochos,Tres leches,29,17,1.5
2026-03-31,Mañana,LOTE-5946,Hojaldres,Mil hojas,16,34,2.85
2025-08-02,Mañana,LOTE-5220,Masas Quebradas,Pie de limon,57,35,2.16
2026-01-02,Mañana,LOTE-5274,Masas Quebradas,Pie de limon,14,50,1.65
2026-03-19,Mañana,LOTE-7412,Bizcochos,Torta de chocolate,37,25,0.53
2025-09-26,Tarde,LOTE-7544,Masas Quebradas,Tartaleta de fresa,57,43,0.37
2026-04-09,Tarde,LOTE-8373,Hojaldres,Croissant,24,51,2.51
2026-01-25,Tarde,LOTE-9325,Hojaldres,Mil hojas,26,42,0.71
2025-06-27,Tarde,LOTE-2375,Bizcochos,Red velvet,21,27,2.0
2025-09-02,Tarde,LOTE-7266,Bizcochos,Red velvet,41,46,2.72
2026-05-19,Tarde,LOTE-9984,Bizcochos,Red velvet,56,45,1.38
2025-07-09,Mañana,LOTE-3250,Hojaldres,Mil hojas,44,48,1.52
2025-10-12,Mañana,LOTE-9375,Hojaldres,Mil hojas,10,51,0.56
2026-01-27,Tarde,LOTE-8303,Masas Quebradas,Tartaleta de fresa,52,48,0.9
2026-02-13,Tarde,LOTE-5793,Masas Quebradas,Pie de limon,58,30,0.54
2025-07-01,Tarde,LOTE-1690,Hojaldres,Empanada dulce,15,55,0.11
2026-06-16,Tarde,LOTE-3431,Hojaldres,Croissant,10,17,0.2
2026-03-24,Tarde,LOTE-2152,Hojaldres,Empanada dulce,33,50,0.85
2026-02-15,Tarde,LOTE-1424,Hojaldres,Mil hojas,35,29,2.1
2025-08-19,Tarde,LOTE-1448,Bizcochos,Torta de chocolate,58,48,1.68
2026-04-24,Tarde,LOTE-5984,Hojaldres,Mil hojas,15,22,2.29
2026-06-10,Tarde,LOTE-4862,Hojaldres,Croissant,26,23,1.99
2026-01-17,Tarde,LOTE-1377,Hojaldres,Empanada dulce,14,19,1.22
2026-04-03,Tarde,LOTE-1121,Bizcochos,Torta de chocolate,12,25,2.62
2026-02-17,Mañana,LOTE-7947,Bizcochos,Red velvet,27,48,1.84
2025-12-22,Mañana,LOTE-6581,Hojaldres,Croissant,29,16,0.44
2025-08-01,Tarde,LOTE-1385,Hojaldres,Empanada dulce,57,33,2.03
2026-01-28,Tarde,LOTE-2648,Masas Quebradas,Tartaleta de fresa,35,16,1.45
2025-07-03,Tarde,LOTE-1208,Hojaldres,Mil hojas,56,29,2.43
2025-07-13,Mañana,LOTE-4437,Bizcochos,Tres leches,12,28,0.18
2025-07-20,Tarde,LOTE-3174,Bizcochos,Red velvet,58,54,2.95
2026-01-04,Tarde,LOTE-5211,Masas Quebradas,Pie de limon,43,20,2.22
2026-03-06,Mañana,LOTE-5116,Hojaldres,Mil hojas,23,24,1.27
2026-03-27,Mañana,LOTE-3550,Masas Quebradas,Pie de limon,26,39,2.93
2026-05-18,Tarde,LOTE-6893,Bizcochos,Torta de chocolate,17,28,0.77
2025-11-05,Mañana,LOTE-3679,Bizcochos,Red velvet,33,41,2.32
2026-04-05,Mañana,LOTE-3911,Bizcochos,Tres leches,26,27,0.19
2026-01-18,Mañana,LOTE-9685,Hojaldres,Mil hojas,17,27,2.7
2026-03-30,Mañana,LOTE-5961,Bizcochos,Red velvet,18,31,2.12
2025-10-24,Tarde,LOTE-4938,Bizcochos,Torta de chocolate,39,48,2.99
2025-08-29,Mañana,LOTE-2852,Bizcochos,Tres leches,33,42,2.7
2025-09-16,Mañana,LOTE-8293,Masas Quebradas,Tartaleta de fresa,39,35,2.88
2026-02-22,Tarde,LOTE-8958,Hojaldres,Mil hojas,43,46,2.13
2026-03-04,Mañana,LOTE-4345,Hojaldres,Empanada dulce,33,43,0.2
2026-05-09,Mañana,LOTE-2951,Hojaldres,Croissant,35,23,0.73
2025-07-09,Mañana,LOTE-2235,Bizcochos,Tres leches,11,23,0.95
2026-05-10,Mañana,LOTE-5985,Bizcochos,Torta de chocolate,12,38,2.58
2025-08-18,Tarde,LOTE-8376,Hojaldres,Empanada dulce,48,44,2.48
2025-12-27,Tarde,LOTE-7543,Bizcochos,Torta de chocolate,37,41,1.89
2025-11-02,Tarde,LOTE-4973,Bizcochos,Torta de chocolate,42,47,0.56
2026-05-10,Tarde,LOTE-4385,Masas Quebradas,Tartaleta de fresa,18,33,2.45
2025-09-10,Mañana,LOTE-3422,Hojaldres,Mil hojas,23,38,1.73
2025-11-29,Mañana,LOTE-6900,Hojaldres,Empanada dulce,25,25,1.58
2025-09-28,Tarde,LOTE-2837,Hojaldres,Croissant,22,36,0.45
2026-03-21,Tarde,LOTE-6945,Bizcochos,Torta de chocolate,11,22,0.61
2025-11-16,Tarde,LOTE-1033,Bizcochos,Tres leches,41,54,2.94
2026-03-08,Mañana,LOTE-5794,Masas Quebradas,Pie de limon,15,16,1.49
2025-11-16,Tarde,LOTE-7461,Masas Quebradas,Tartaleta de fresa,40,46,2.12
2025-07-10,Mañana,LOTE-5432,Masas Quebradas,Pie de limon,49,32,1.99
2026-06-20,Mañana,LOTE-1661,Bizcochos,Torta de chocolate,34,49,0.41
2026-05-13,Tarde,LOTE-1449,Hojaldres,Croissant,56,44,1.83
2026-01-26,Mañana,LOTE-7052,Hojaldres,Croissant,56,42,1.55
2026-05-09,Mañana,LOTE-4527,Hojaldres,Mil hojas,49,28,2.71
2025-08-25,Tarde,LOTE-8138,Bizcochos,Red velvet,33,49,0.51
2025-11-16,Tarde,LOTE-8010,Bizcochos,Tres leches,30,29,1.39
2025-11-02,Tarde,LOTE-7048,Hojaldres,Croissant,47,47,0.66
2026-04-30,Mañana,LOTE-1317,Masas Quebradas,Pie de limon,12,41,1.06
2025-11-11,Tarde,LOTE-4549,Bizcochos,Red velvet,36,40,2.59
2025-09-05,Mañana,LOTE-2788,Bizcochos,Torta de chocolate,60,25,2.73
2026-03-27,Mañana,LOTE-1063,Hojaldres,Croissant,32,25,0.5
2025-07-04,Tarde,LOTE-1248,Bizcochos,Red velvet,50,21,1.51
2025-07-21,Mañana,LOTE-5030,Hojaldres,Empanada dulce,27,45,0.73
2026-02-25,Tarde,LOTE-5442,Hojaldres,Mil hojas,15,50,2.33
2026-04-15,Tarde,LOTE-2601,Bizcochos,Tres leches,20,23,1.22
2025-11-01,Tarde,LOTE-9564,Hojaldres,Empanada dulce,14,23,2.16
2025-07-09,Tarde,LOTE-9123,Masas Quebradas,Tartaleta de fresa,24,55,0.6
2026-04-11,Tarde,LOTE-8637,Bizcochos,Tres leches,50,39,1.6
2026-04-06,Mañana,LOTE-2941,Masas Quebradas,Pie de limon,15,34,1.13
2026-03-23,Tarde,LOTE-5961,Bizcochos,Torta de chocolate,40,39,1.4
2025-07-09,Mañana,LOTE-5879,Bizcochos,Tres leches,16,28,0.88
2025-11-30,Tarde,LOTE-5640,Hojaldres,Mil hojas,18,17,0.42
2026-05-27,Mañana,LOTE-5310,Masas Quebradas,Pie de limon,30,20,1.17
2025-06-24,Mañana,LOTE-4285,Masas Quebradas,Tartaleta de fresa,20,18,1.34
2025-08-20,Mañana,LOTE-4715,Bizcochos,Tres leches,44,40,0.52
2025-07-31,Tarde,LOTE-5177,Masas Quebradas,Pie de limon,19,32,2.2
2025-08-02,Mañana,LOTE-3586,Hojaldres,Croissant,29,37,1.33
2026-05-10,Tarde,LOTE-1499,Bizcochos,Red velvet,43,27,2.44
2025-10-20,Tarde,LOTE-4956,Bizcochos,Red velvet,17,54,1.52
2025-11-05,Tarde,LOTE-5468,Masas Quebradas,Tartaleta de fresa,12,41,2.23
2025-11-04,Mañana,LOTE-6178,Hojaldres,Mil hojas,39,28,1.78
2026-05-08,Mañana,LOTE-5358,Bizcochos,Torta de chocolate,46,35,0.79
2025-09-16,Tarde,LOTE-5057,Hojaldres,Croissant,27,54,0.89
2025-10-21,Tarde,LOTE-8336,Bizcochos,Red velvet,10,26,0.17
2025-10-19,Mañana,LOTE-5310,Hojaldres,Mil hojas,60,44,2.03
2026-01-15,Tarde,LOTE-9617,Hojaldres,Empanada dulce,21,30,0.1
2025-10-12,Mañana,LOTE-7361,Bizcochos,Torta de chocolate,23,17,0.86
2025-11-12,Mañana,LOTE-7386,Bizcochos,Tres leches,15,18,2.71
2025-09-09,Tarde,LOTE-4258,Masas Quebradas,Tartaleta de fresa,58,32,1.62
2025-08-09,Tarde,LOTE-7714,Masas Quebradas,Pie de limon,53,51,0.31
2025-11-27,Tarde,LOTE-2244,Masas Quebradas,Pie de limon,31,15,1.28
2026-06-04,Mañana,LOTE-5151,Masas Quebradas,Tartaleta de fresa,37,41,1.5
2026-02-19,Mañana,LOTE-1332,Hojaldres,Empanada dulce,39,27,2.15
2025-12-27,Tarde,LOTE-1994,Masas Quebradas,Tartaleta de fresa,30,24,0.2
2025-12-01,Tarde,LOTE-1275,Bizcochos,Red velvet,34,37,2.94
2025-12-30,Mañana,LOTE-8159,Bizcochos,Torta de chocolate,54,47,1.24
2025-08-30,Mañana,LOTE-6924,Hojaldres,Croissant,10,32,0.73
2026-03-15,Mañana,LOTE-2506,Masas Quebradas,Pie de limon,44,19,0.58
2025-08-05,Mañana,LOTE-8140,Masas Quebradas,Tartaleta de fresa,35,45,2.17
2026-03-27,Tarde,LOTE-1568,Masas Quebradas,Pie de limon,29,29,1.92
2026-01-05,Mañana,LOTE-5085,Bizcochos,Tres leches,45,51,0.67
2025-08-02,Tarde,LOTE-7555,Bizcochos,Red velvet,45,32,0.97
2025-07-31,Mañana,LOTE-7968,Masas Quebradas,Tartaleta de fresa,27,45,0.92
2025-06-24,Tarde,LOTE-6442,Masas Quebradas,Pie de limon,46,54,2.26
2026-02-06,Mañana,LOTE-4511,Masas Quebradas,Pie de limon,60,16,2.87
2025-10-31,Tarde,LOTE-6794,Hojaldres,Empanada dulce,17,39,2.35
2026-02-01,Tarde,LOTE-6898,Hojaldres,Croissant,58,26,0.76
2025-10-17,Mañana,LOTE-5641,Bizcochos,Tres leches,22,48,1.91
2026-05-21,Mañana,LOTE-9036,Hojaldres,Empanada dulce,14,22,2.96
2026-02-28,Tarde,LOTE-4461,Masas Quebradas,Pie de limon,54,18,0.11
2026-05-30,Mañana,LOTE-2938,Masas Quebradas,Tartaleta de fresa,49,54,1.45
2026-04-27,Tarde,LOTE-4426,Masas Quebradas,Tartaleta de fresa,54,36,0.5
2026-05-18,Tarde,LOTE-3425,Hojaldres,Empanada dulce,41,50,0.82
2026-05-17,Tarde,LOTE-5426,Masas Quebradas,Pie de limon,22,33,2.47
2025-07-09,Tarde,LOTE-6468,Hojaldres,Empanada dulce,13,51,1.83
2026-01-06,Mañana,LOTE-2009,Masas Quebradas,Tartaleta de fresa,36,46,0.74
2026-04-13,Tarde,LOTE-7792,Hojaldres,Empanada dulce,54,30,2.19
2026-05-19,Mañana,LOTE-5510,Hojaldres,Croissant,55,32,2.47
2026-02-13,Tarde,LOTE-3967,Hojaldres,Croissant,55,22,1.86
2025-11-13,Mañana,LOTE-8631,Hojaldres,Mil hojas,31,42,0.82
2025-11-02,Tarde,LOTE-9939,Bizcochos,Tres leches,11,16,0.35
2025-11-01,Mañana,LOTE-9744,Bizcochos,Torta de chocolate,58,36,0.65
2026-01-01,Tarde,LOTE-5458,Hojaldres,Croissant,50,31,0.54
2025-09-08,Tarde,LOTE-7470,Bizcochos,Torta de chocolate,12,23,2.93
2026-03-28,Tarde,LOTE-6261,Masas Quebradas,Pie de limon,31,16,1.92
2026-01-19,Tarde,LOTE-5261,Bizcochos,Torta de chocolate,60,48,1.58
2025-12-04,Tarde,LOTE-7832,Hojaldres,Croissant,36,47,0.93
2025-09-28,Mañana,LOTE-2526,Masas Quebradas,Pie de limon,19,30,0.57
2026-01-11,Mañana,LOTE-5634,Masas Quebradas,Tartaleta de fresa,60,33,0.57
2025-11-25,Mañana,LOTE-1223,Hojaldres,Croissant,56,24,1.14
2025-11-07,Tarde,LOTE-7325,Bizcochos,Tres leches,29,33,2.97
2026-01-08,Mañana,LOTE-6678,Bizcochos,Tres leches,55,40,0.82
2026-02-25,Tarde,LOTE-9616,Hojaldres,Empanada dulce,45,42,1.97
2026-01-10,Tarde,LOTE-2749,Hojaldres,Croissant,49,53,2.33
2025-10-30,Mañana,LOTE-2434,Masas Quebradas,Pie de limon,13,15,2.92
2025-09-16,Mañana,LOTE-7678,Masas Quebradas,Tartaleta de fresa,33,38,2.23
2026-03-01,Mañana,LOTE-6462,Masas Quebradas,Tartaleta de fresa,33,28,1.37
2026-01-05,Tarde,LOTE-2874,Bizcochos,Red velvet,36,38,1.35
2025-09-14,Mañana,LOTE-5924,Masas Quebradas,Tartaleta de fresa,18,54,1.61
2025-08-26,Tarde,LOTE-2504,Masas Quebradas,Tartaleta de fresa,27,50,2.06
2025-11-11,Tarde,LOTE-5359,Hojaldres,Croissant,37,47,1.9
2026-05-31,Tarde,LOTE-3410,Hojaldres,Croissant,24,20,1.47
2025-07-23,Tarde,LOTE-6327,Masas Quebradas,Pie de limon,53,44,0.28
2026-05-27,Tarde,LOTE-9175,Bizcochos,Tres leches,60,55,1.02
